ligand,receptor,species
Wnt2,Fzd5,Mouse
Wnt2,Fzd7,Mouse
Wnt2,Fzd8,Mouse
Wnt2,Fzd9,Mouse
Wnt3,Fzd1,Mouse
Wnt3,Fzd7,Mouse
Wnt3,Fzd8,Mouse
Wnt3,Lrp6,Mouse
Wnt3,Ryk,Mouse
Wnt3a,Fzd1,Mouse
Wnt3a,Fzd2,Mouse
Wnt3a,Fzd5,Mouse
Wnt3a,Fzd6,Mouse
Wnt3a,Fzd7,Mouse
Wnt3a,Fzd8,Mouse
Wnt3a,Lrp1,Mouse
Wnt3a,Lrp6,Mouse
Wnt3a,Ryk,Mouse
Wnt4,Fzd2,Mouse
Wnt4,Fzd6,Mouse
Wnt5a,Fzd1,Mouse
Wnt5a,Fzd2,Mouse
Wnt5a,Fzd4,Mouse
Wnt5a,Fzd5,Mouse
Wnt5a,Fzd6,Mouse
Wnt5a,Fzd7,Mouse
Wnt5a,Fzd8,Mouse
Wnt5a,Lrp5,Mouse
Wnt5a,Mcam,Mouse
Wnt5a,Ror1,Mouse
Wnt5a,Ryk,Mouse
Wnt7a,Fzd10,Mouse
Wnt7a,Fzd5,Mouse
Wnt7a,Fzd9,Mouse
Wnt7b,Fzd1,Mouse
Wnt7b,Fzd10,Mouse
Wnt7b,Lrp5,Mouse
Xcl1,Xcr1,Mouse
Yars,Cxcr1,Mouse
a,F11r,Mouse
a,Mc1r,Mouse
a,Mc2r,Mouse
AREGB,Egfr,Mouse
AREG,Egfr,Mouse
AREG,Erbb3,Mouse
ARF1,Chrm3,Mouse
ARF1,Insr,Mouse
ARF1,Pld2,Mouse
Btla,Tnfrsf14,Mouse
C4A,C3ar1,Mouse
C4A,C5ar2,Mouse
C4BPA,Bmpr2,Mouse
C4BPA,Cd40,Mouse
C4BPA,Lrp1,Mouse
C5orf55,Traf2,Mouse
CCL13,Ackr2,Mouse
CCL13,Ccr1,Mouse
CCL13,Ccr2,Mouse
CCL13,Ccr3,Mouse
CCL13,Ccr5,Mouse
CCL13,Cxcr3,Mouse
CCL14,Ackr2,Mouse
CCL14,Ccr1,Mouse
CCL14,Ccr3,Mouse
CCL14,Ccr5,Mouse
CCL15,Ccr1,Mouse
CCL15,Ccr3,Mouse
CCL16,Ccr1,Mouse
CCL16,Ccr2,Mouse
CCL16,Ccr5,Mouse
CCL16,Ccr8,Mouse
CCL21,Ackr2,Mouse
CCL21,Ccr7,Mouse
CCL21,Cxcr3,Mouse
CCL23,Ccr1,Mouse
Ccl27,Ackr2,Mouse
Ccl27,Ccr10,Mouse
CCL3L1,Ccr1,Mouse
CCL3L1,Ccr3,Mouse
CCL3L1,Ccr5,Mouse
CCL3L3,Ackr2,Mouse
CCL3L3,Ccr5,Mouse
Ccl8,Ackr2,Mouse
Ccl8,Ccr1,Mouse
Ccl8,Ccr2,Mouse
Ccl8,Ccr3,Mouse
Ccl8,Ccr5,Mouse
CGB,Lhcgr,Mouse
CPAMD8,Sctr,Mouse
CSH1,Prlr,Mouse
CSH2,Prlr,Mouse
CSHL1,Prlr,Mouse
Ctgf,Erbb4,Mouse
Ctgf,Itga5,Mouse
Ctgf,Itgam,Mouse
Ctgf,Itgb2,Mouse
Ctgf,Lrp1,Mouse
Ctgf,Lrp6,Mouse
Ctgf,Ntrk1,Mouse
Cxcl2,Xcr1,Mouse
Cxcl3,Cxcr1,Mouse
Cxcl3,Cxcr2,Mouse
CXCL6,Cxcr1,Mouse
CXCL6,Cxcr2,Mouse
Cyr61,Itga5,Mouse
Cyr61,Itgam,Mouse
Cyr61,Itgav,Mouse
Cyr61,Itgb2,Mouse
Cyr61,Itgb3,Mouse
Cyr61,Itgb5,Mouse
DEFB103A,Ccr6,Mouse
DEFB103B,Ccr2,Mouse
DEFB103B,Ccr6,Mouse
DEFB4A,Ccr6,Mouse
DEFB4A,Tlr4,Mouse
DEFB4B,Ccr6,Mouse
FCN2,Lrp1,Mouse
FIGF,Flt4,Mouse
FIGF,Itga9,Mouse
FIGF,Kdr,Mouse
GH1,Ghr,Mouse
GH1,Prlr,Mouse
GH2,Ghr,Mouse
GNRH2,Gnrhr,Mouse
Gzmb,Chrm3,Mouse
Gzmb,Igf2r,Mouse
HLA-A,Aplp2,Mouse
HLA-A,Erbb2,Mouse
HLA-A,Kir3dl1,Mouse
HLA-A,Kir3dl2,Mouse
HLA-B,Canx,Mouse
HLA-B,Kir3dl1,Mouse
HLA-B,Klrd1,Mouse
HLA-E,Klrc1,Mouse
HLA-E,Klrc2,Mouse
HLA-E,Klrd1,Mouse
HLA-G,Klrc1,Mouse
HLA-G,Klrd1,Mouse
ICAM3,Itgad,Mouse
ICAM3,Itgal,Mouse
ICAM3,Itgb2,Mouse
IFNA10,Ifnar1,Mouse
IFNA10,Ifnar2,Mouse
IFNA17,Ifnar1,Mouse
IFNA17,Ifnar2,Mouse
IFNA21,Ifnar1,Mouse
IFNA21,Ifnar2,Mouse
Ifna4,Ifnar1,Mouse
Ifna4,Ifnar2,Mouse
IFNA8,Ifnar1,Mouse
IFNA8,Ifnar2,Mouse
IFNL1,Ifnlr1,Mouse
IFNL1,Il10rb,Mouse
IFNW1,Ifnar1,Mouse
IFNW1,Ifnar2,Mouse
IL3,Csf2rb,Mouse
IL3,Il3ra,Mouse
IL8,Cxcr1,Mouse
IL8,Cxcr2,Mouse
IL8,Sdc1,Mouse
IL8,Sdc2,Mouse
INS,Igf1r,Mouse
INS,Insr,Mouse
KAL1,Fgfr1,Mouse
KAL1,Sdc2,Mouse
KLK3,Epor,Mouse
KRTAP4-12,Aqp1,Mouse
KRTAP4-12,Cldn2,Mouse
KRTAP4-12,Cntfr,Mouse
KRTAP4-12,Pdgfrb,Mouse
LACRT,Sdc1,Mouse
MLLT4,Epha7,Mouse
MLLT4,Ephb2,Mouse
MLLT4,Ephb3,Mouse
MLLT4,Ephb6,Mouse
MLLT4,F11r,Mouse
MLLT4,Nrxn2,Mouse
MLLT4,Nrxn3,Mouse
MMP1,Cd44,Mouse
MMP1,Itga2,Mouse
Nov,Notch1,Mouse
Tbc1d24,Cdon,Mouse
Tbc1d24,Neo1,Mouse
Orm1,Ccr5,Mouse
RAET1E,Klrk1,Mouse
RLN2,Rxfp1,Mouse
RLN2,Rxfp2,Mouse
RNASE2,Tlr2,Mouse
SAA1,Fpr1,Mouse
SAA1,Fpr2,Mouse
SERPINA1,Lrp1,Mouse
TF,Tfrc,Mouse
ULBP2,Klrk1,Mouse
Vtn,Pvr,Mouse
XCL2,Xcr1,Mouse
ZG16B,Cxcr4,Mouse
ZG16B,Tlr2,Mouse
ZG16B,Tlr4,Mouse
ZG16B,Tlr5,Mouse
ZG16B,Tlr6,Mouse
Wnt3,Fzd6,Mouse
Wnt3,Egfr,Mouse
Wnt3,Fzd2,Mouse
Wnt3,Lrp5,Mouse
Wnt3,Fzd3,Mouse
Wnt3,Ror1,Mouse
Wnt3,Fzd5,Mouse
Wnt9a,Egfr,Mouse
Wnt9a,Fzd9,Mouse
Wnt9a,Fzd4,Mouse
Wnt9a,Fzd7,Mouse
Fgf23,Kl,Mouse
Ccl12,Ccr4,Mouse
Ccl12,Ccr2,Mouse
Cdh1,Fgfr1,Mouse
Cdh1,Ptprj,Mouse
Il4,Il2ra,Mouse
Il4,Tlr2,Mouse
S100a4,Egfr,Mouse
S100a4,Erbb2,Mouse
Efnb2,Epha7,Mouse
Angptl4,Gpihbp1,Mouse
Bmp8b,Acvr2b,Mouse
Bmp8b,Bmpr1b,Mouse
Bmp8b,Acvr2a,Mouse
Bmp8b,Tgfbr2,Mouse
Bmp8b,Bmpr2,Mouse
Bmp8b,Bmpr1a,Mouse
Tgfb1,Itgb1,Mouse
Shh,Pvr,Mouse
Shh,Gpc1,Mouse
Shh,Gpc6,Mouse
Shh,Cav1,Mouse
Shh,Gas1,Mouse
Efna2,Epha10,Mouse
Efna2,Epha1,Mouse
Ebi3,Il6st,Mouse
Comp,Itgav,Mouse
Comp,Notch1,Mouse
Comp,Notch3,Mouse
Comp,Cd47,Mouse
Comp,Itga7,Mouse
Comp,Cd36,Mouse
Tgfb3,Acvr1,Mouse
Gdf15,Egfr,Mouse
Gdf15,Tgfbr1,Mouse
Gdf15,Ret,Mouse
Gdf15,Tgfbr2,Mouse
Calr,Mpl,Mouse
Efnb3,Ephb6,Mouse
Efnb3,Ephb1,Mouse
Pgf,Egfr,Mouse
Ccl24,Ackr2,Mouse
Zp3,Egfr,Mouse
Zp3,Zp3r,Mouse
Shbg,Gprc6a,Mouse
App,Trpc6,Mouse
App,Dcc,Mouse
App,Casr,Mouse
App,Notch2,Mouse
App,Lrp10,Mouse
App,Cd47,Mouse
App,Vldlr,Mouse
App,Adra2a,Mouse
App,Notch1,Mouse
App,Lrp6,Mouse
App,Drd3,Mouse
Tnfsf14,Fas,Mouse
Prl7a2,Prlr,Mouse
Prl8a9,Prlr,Mouse
Prl8a1,Prlr,Mouse
Wnt10a,Fzd10,Mouse
Ccl8,Ccr8,Mouse
Timp1,Itgb1,Mouse
Timp1,Lrp1,Mouse
Wnt3a,Fzd3,Mouse
Wnt3a,Lrp5,Mouse
Wnt3a,Fzd4,Mouse
Psen2,Notch2,Mouse
Wnt2,Fzd2,Mouse
Wnt2,Fzd3,Mouse
Wnt2,Lrp5,Mouse
Wnt2,Fzd4,Mouse
Bmp5,Bmpr1b,Mouse
Bmp5,Bmpr2,Mouse
Wnt8a,Fzd1,Mouse
Wnt8a,Lrp6,Mouse
Wnt8a,Fzd5,Mouse
Wnt8a,Fzd4,Mouse
Wnt8a,Fzd7,Mouse
Plg,Igf2r,Mouse
Csf1,Flt4,Mouse
Dll1,Notch4,Mouse
Lama5,Itgb4,Mouse
Hspa8,Aqp2,Mouse
Lnx2,Cd8a,Mouse
Prl5a1,Prlr,Mouse
Pyy,Dpp4,Mouse
Vtn,Itgb5,Mouse
Ada,Adora2b,Mouse
Ada,Dpp4,Mouse
Ada,Adora1,Mouse
Mmp9,Tlr9,Mouse
Mmp9,Tlr4,Mouse
Prl3c1,Prlr,Mouse
Gdf9,Acvr1c,Mouse
Wnt9b,Lrp5,Mouse
Wnt9b,Lrp6,Mouse
Wnt9b,Fzd5,Mouse
Il3,Il2ra,Mouse
Il3,Il4ra,Mouse
Ccl6,Ccr1,Mouse
Ccl9,Ccr1,Mouse
Calm3,Grm7,Mouse
Calm3,Scn10a,Mouse
Calm3,Scn4a,Mouse
Calm3,Trpc5,Mouse
Calm3,Kcnq3,Mouse
Calm3,Adcy8,Mouse
Calm3,Mylk,Mouse
Vip,Dpp4,Mouse
Vip,Ramp2,Mouse
Vip,Ramp1,Mouse
Vip,Ramp3,Mouse
Lama4,Itgb1,Mouse
Ccn2,Egfr,Mouse
Ccn2,Itga5,Mouse
Ccn2,Ntrk1,Mouse
Ccn2,Fgfr2,Mouse
Ccn2,Lrp6,Mouse
Ccn2,Itgam,Mouse
Ccn2,Lrp1,Mouse
Hsp90b1,Tlr9,Mouse
Hsp90b1,Lrp1,Mouse
Hsp90b1,Tlr2,Mouse
Hsp90b1,Tlr4,Mouse
Hsp90b1,Lrp6,Mouse
Fgf22,Fgfr1,Mouse
Gng4,Kcnj6,Mouse
Prl7d1,Prlr,Mouse
Prl2c5,Prlr,Mouse
Prl4a1,Prlr,Mouse
Sema4d,Plxna2,Mouse
Cxcl14,Cxcr4,Mouse
Thbs4,Notch1,Mouse
Fgf10,Fgfr1,Mouse
Fgf10,Fgfr3,Mouse
Plau,Mrc2,Mouse
Vcl,Alk,Mouse
Tnfsf11,Itga2b,Mouse
Clu,Vldlr,Mouse
Gdnf,Gfra4,Mouse
Gdnf,Gfra3,Mouse
Gdnf,Sdc3,Mouse
Col2a1,Itgav,Mouse
Col2a1,Itga1,Mouse
Hrg,Erbb3,Mouse
Hrg,Erbb2,Mouse
Prl2a1,Prlr,Mouse
Wnt10b,Fzd8,Mouse
Wnt10b,Lrp6,Mouse
Wnt10b,Fzd5,Mouse
Wnt10b,Fzd4,Mouse
Wnt10b,Fzd7,Mouse
Wnt1,Fzd1,Mouse
Wnt1,Fzd10,Mouse
Wnt1,Fzd5,Mouse
Wnt1,Fzd7,Mouse
Bmp15,Acvr1c,Mouse
Gnb3,Kcnj6,Mouse
Ntn3,Dcc,Mouse
C3,Cd55,Mouse
Tslp,Crlf2,Mouse
Hbegf,Erbb3,Mouse
Il33,Il1rap,Mouse
Slit1,Robo2,Mouse
Slit1,Plxna1,Mouse
Gdf11,Acvr1c,Mouse
Ctla4,Cd80,Mouse
Mstn,Acvr2a,Mouse
Nppc,Npr1,Mouse
Il1f6,Il1rap,Mouse
Il1f6,Il1rl2,Mouse
Il1f8,Il1rap,Mouse
Il1f8,Il1rl2,Mouse
Mdk,Itgb1,Mouse
Mdk,Lrp6,Mouse
Wnt2b,Fzd4,Mouse
Efna1,Epha10,Mouse
Vcam1,Itga9,Mouse
Sfrp2,Fzd5,Mouse
Efna3,Epha10,Mouse
Efna3,Erbb2,Mouse
Efna4,Epha10,Mouse
Efna4,Epha1,Mouse
Sema4a,Plxnb1,Mouse
Sema4a,Plxnb2,Mouse
Ccn1,Itgam,Mouse
Tln1,Itgal,Mouse
Tln1,Itgb1,Mouse
Sema3c,Plxna4,Mouse
Sema3c,Plxnb1,Mouse
Hgf,Itgb1,Mouse
Hgf,Plxnb1,Mouse
Draxin,Dcc,Mouse
Gnb1,Kcnj6,Mouse
Bmp3,Acvr2a,Mouse
Pf4,Lrp1,Mouse
Areg,Erbb2,Mouse
Areg,Erbb4,Mouse
Cxcl3,Cxcr3,Mouse
Pla2g1b,Pla2r1,Mouse
Col1a2,Itgb1,Mouse
Gng11,Kcnj6,Mouse
Epo,Mpl,Mouse
Gnb2,Kcnj6,Mouse
Npy,Dpp4,Mouse
Tgfa,Erbb3,Mouse
Bmp10,Acvr1,Mouse
Bmp10,Alk,Mouse
Wnt7a,Fzd1,Mouse
Wnt7a,Fzd3,Mouse
Wnt7a,Lrp6,Mouse
Wnt7a,Fzd4,Mouse
Wnt7a,Fzd7,Mouse
Gdf3,Acvr2b,Mouse
Gdf3,Acvr2a,Mouse
Vasp,Itga4,Mouse
Mfge8,Itgb5,Mouse
Mfge8,Itgb1,Mouse
Fgf21,Fgfr1,Mouse
Fgf21,Fgfr2,Mouse
Fgf21,Fgfr3,Mouse
Hpx,Lrp1,Mouse
Fadd,Tradd,Mouse
Cd40lg,Traf1,Mouse
Fgf13,Fgfr1,Mouse
Fgf13,Fgfr2,Mouse
Fgf13,Fgfr3,Mouse
Fgf16,Fgfr1,Mouse
Bgn,P2rx7,Mouse
Vegfd,Fgfr2,Mouse
Vegfd,Kdr,Mouse
Vegfd,Itga9,Mouse
Angpt2,Itgb1,Mouse
Col4a2,Itgb1,Mouse
Vegfc,Itgb1,Mouse
Vegfc,Itga9,Mouse
Plat,Itgam,Mouse
Fgf20,Fgfr1,Mouse
Fgf20,Fgfr2,Mouse
Fgf20,Fgfr3,Mouse
Il15,Il11ra1,Mouse
Mmp2,Itgb1,Mouse
Cx3cl1,Itga4,Mouse
Cx3cl1,Itgb1,Mouse
Ccl22,Ackr2,Mouse
Ccl22,Dpp4,Mouse
Ccl17,Ackr2,Mouse
Insl3,Rxfp1,Mouse
Jam3,Itgam,Mouse
Jam3,Itga4,Mouse
Jam3,Itgal,Mouse
Jam3,Itgb1,Mouse
Apoc3,Ldlr,Mouse
Apoc3,Lrp1,Mouse
Ptgs2,Ptger4,Mouse
Ptgs2,Ptger3,Mouse
Ptgs2,Ptger2,Mouse
Tdgf1,Acvr2b,Mouse
Tdgf1,Gpc1,Mouse
Tdgf1,Fzd7,Mouse
Apob,Lrp1,Mouse
Apob,Tlr4,Mouse
Apob,Mttp,Mouse
Apob,Cd36,Mouse
Wnt4,Fzd1,Mouse
Wnt4,Fzd10,Mouse
Wnt4,Fzd8,Mouse
Wnt4,Fzd5,Mouse
Wnt4,Fzd4,Mouse
Wnt4,Fzd7,Mouse
Fgf2,Ptprz1,Mouse
Bmp8a,Acvr2b,Mouse
Bmp8a,Acvr2a,Mouse
Bmp8a,Tgfbr2,Mouse
Bmp8a,Bmpr2,Mouse
Serpine1,Vldlr,Mouse
Lman1,Mcfd2,Mouse
Tnfsf9,Traf1,Mouse
Pth2,Ramp1,Mouse
Mif,Cd74,Mouse
Mif,Cxcr2,Mouse
Mif,Cxcr4,Mouse
Lefty1,Acvr1,Mouse
Lefty1,Acvr2b,Mouse
Lefty1,Acvr2a,Mouse
Gng10,Kcnj6,Mouse
Wnt8b,Fzd10,Mouse
Wnt8b,Fzd7,Mouse
Iapp,Ramp3,Mouse
Lama1,Itgb4,Mouse
Crp,Tlr4,Mouse
Thbs1,Itga1,Mouse
Thbs1,Vldlr,Mouse
Thbs1,Ptprj,Mouse
Thbs1,Itga2,Mouse
Grn,Sort1,Mouse
Nrtn,Sdc3,Mouse
Prl3a1,Prlr,Mouse
Il17f,Il17rc,Mouse
Cxcl10,Cxcr4,Mouse
Prl3b1,Prlr,Mouse
S100b,Fgfr1,Mouse
Calm2,Grm7,Mouse
Calm2,Scn10a,Mouse
Calm2,Cacna1c,Mouse
Calm2,Trpc5,Mouse
Calm2,Kcnq3,Mouse
Efnb1,Epha6,Mouse
Efnb1,Epha5,Mouse
Il1f9,Il1rap,Mouse
Il1f9,Il1rl2,Mouse
Prl2c1,Prlr,Mouse
Inhbe,Acvr2b,Mouse
Inhbe,Acvr2a,Mouse
Il27,Il6st,Mouse
Pcsk9,Aplp2,Mouse
Pcsk9,Sort1,Mouse
Arf6,Pld1,Mouse
Il17c,Il17re,Mouse
Dscam,Dcc,Mouse
Igf1,Insr,Mouse
Cd14,Tlr9,Mouse
Bdnf,Bex3,Mouse
S100a1,Ryr1,Mouse
Gdf6,Acvr2a,Mouse
Adam10,Notch3,Mouse
Artn,Sdc3,Mouse
Wnt5a,Fzd3,Mouse
Adam12,Epha1,Mouse
Agt,Agtr1a,Mouse
Slit3,Robo3,Mouse
Slit3,Plxna1,Mouse
Adcyap1,Adrb3,Mouse
Adcyap1,Ramp2,Mouse
Rspo2,Znrf3,Mouse
Adam17,Aplp2,Mouse
Adam17,Notch2,Mouse
Adam17,Ghr,Mouse
Sema5a,Plxna1,Mouse
Alkal2,Alk,Mouse
Prl7c1,Prlr,Mouse
Postn,Itgb1,Mouse
Cxcl12,Itga4,Mouse
Cxcl12,Oprm1,Mouse
Prl3d3,Prlr,Mouse
Sema3e,Plxna1,Mouse
Osm,Il11ra1,Mouse
Itgb1bp1,Itgb1,Mouse
Gnb5,Kcnj6,Mouse
Sftpd,Sirpa,Mouse
Gng8,Kcnj6,Mouse
Pth,Ramp1,Mouse
Prl7b1,Prlr,Mouse
Prl3d2,Prlr,Mouse
Prl3d1,Prlr,Mouse
Icam1,Ahr,Mouse
Col4a4,Itgb1,Mouse
Col3a1,Itgb1,Mouse
Gng5,Kcnj6,Mouse
Sema3g,Plxna4,Mouse
Prl6a1,Prlr,Mouse
Lama3,Itgb4,Mouse
Lama2,Itgb4,Mouse
Fgf14,Fgfr2,Mouse
Prl7a1,Prlr,Mouse
Gng3,Kcnj6,Mouse
Ccl21d,Ccr7,Mouse
Gng7,Kcnj6,Mouse
Prl2c3,Prlr,Mouse
Fyn,Thy1,Mouse
Fgf12,Fgfr2,Mouse
Selplg,Cxcr2,Mouse
Psen1,Ephb2,Mouse
Psen1,Erbb4,Mouse
Sema6d,Plxna4,Mouse
Pla2g5,Pla2r1,Mouse
Sema3b,Plxna1,Mouse
Fgf11,Fgfr2,Mouse
Prl2b1,Prlr,Mouse
Cd160,Tnfrsf14,Mouse
Sema6c,Plxna1,Mouse
Lgals9,Clec7a,Mouse
Apoc1,Vldlr,Mouse
Ntn1,Robo3,Mouse
Wnt7b,Fzd3,Mouse
Wnt7b,Fzd7,Mouse
Calm1,Kcnn4,Mouse
Calm1,Cacna1c,Mouse
Calm1,Grm4,Mouse
Prl8a8,Prlr,Mouse
Prl8a6,Prlr,Mouse
Prl2c2,Prlr,Mouse
Lgals3,Mag,Mouse
Afdn,Nrxn3,Mouse
Slit2,Plxna1,Mouse
Wnt11,Ryk,Mouse
Rtn4,Ngfr,Mouse
Nts,Ngfr,Mouse
Omg,Ngfr,Mouse
App,Ngfr,Mouse
Ccn1,Itgb2,Mouse
Jam3,Itgb2,Mouse
Bsg,Itgb2,Mouse
Spon2,Itgb2,Mouse
Mmp9,Itgb2,Mouse
Cd14,Itgb2,Mouse
Plau,Itgb2,Mouse
Plg,Itgb2,Mouse
Tln1,Itgb2,Mouse
Angpt2,Itgb2,Mouse
Hsp90b1,Pparg,Mouse
Bmp7,Acvrl1,Mouse
Bmp15,Acvr1b,Mouse
Gdf9,Acvr1b,Mouse
Gdf3,Acvr1b,Mouse
Lefty1,Acvr1b,Mouse
Lefty2,Acvr1b,Mouse
Mstn,Acvr1b,Mouse
Lgals8,Itga3,Mouse
Lgals3,Itga3,Mouse
Ihh,Smo,Mouse
Serpine2,Plaur,Mouse
Srpx2,Plaur,Mouse
Plg,Plaur,Mouse
Serpine1,Plaur,Mouse
Ceacam1,Plaur,Mouse
Vegfa,Axl,Mouse
Fn1,Cd79a,Mouse
Fyn,Cd244a,Mouse
Egf,Cd44,Mouse
Bsg,Cd44,Mouse
Mif,Cd44,Mouse
Anxa2,Cd44,Mouse
Fgf1,Cd44,Mouse
Prg4,Cd44,Mouse
Bgn,Cd44,Mouse
Fgf11,Fgfr4,Mouse
Fgf14,Fgfr4,Mouse
Fgf13,Fgfr4,Mouse
Fgf12,Fgfr4,Mouse
Wnt3a,Igf1r,Mouse
Areg,Igf1r,Mouse
Il33,Kit,Mouse
Fgf2,Kit,Mouse
Gnas,Pth1r,Mouse
Calm1,Cnga2,Mouse
Afdn,Nectin4,Mouse
Adam17,Nectin4,Mouse
Bmp15,Tgfbr1,Mouse
Gdf11,Tgfbr1,Mouse
Bmp8a,Tgfbr1,Mouse
Mstn,Tgfbr1,Mouse
Tdgf1,Tgfbr1,Mouse
Bmp10,Tgfbr1,Mouse
Inhba,Tgfbr1,Mouse
Gdf3,Tgfbr1,Mouse
Egf,Cav1,Mouse
Bsg,Cav1,Mouse
Igfbp5,Cav1,Mouse
Calm1,Kcnq1,Mouse
Calml3,Kcnq1,Mouse
Fgf8,Fgfrl1,Mouse
Hmgb1,Ager,Mouse
S100a9,Ager,Mouse
Dll3,Notch4,Mouse
Jag2,Notch4,Mouse
Apoe,Sdc4,Mouse
Ptn,Sdc4,Mouse
Ceacam1,Sdc4,Mouse
Tnc,Sdc4,Mouse
Htra2,Cd40,Mouse
Lgals9,Cd40,Mouse
Tnf,Cd40,Mouse
Adam17,Cd40,Mouse
Ptpn6,Cd22,Mouse
St6gal1,Cd22,Mouse
Ptgs2,Ptger1,Mouse
Cxcl12,Avpr1a,Mouse
Ang,Egfr,Mouse
Tnfsf12,Egfr,Mouse
Il6,Egfr,Mouse
Postn,Egfr,Mouse
Efnb1,Egfr,Mouse
Osm,Egfr,Mouse
Nrg1,Egfr,Mouse
Lrig1,Egfr,Mouse
Vegfd,Flt4,Mouse
Agtrap,Rack1,Mouse
Dkk3,Kremen1,Mouse
Dkk4,Kremen1,Mouse
Apoe,Sdc1,Mouse
Vwf,Itgb3,Mouse
Cx3cl1,Itgb3,Mouse
Hmgb1,Itgb3,Mouse
Cxcl12,Itgb3,Mouse
Tnc,Itgb3,Mouse
Fgf2,Itgb3,Mouse
L1cam,Itgb3,Mouse
Postn,Itgb3,Mouse
Spp1,Itgb3,Mouse
Vegfa,Itgb3,Mouse
Igf1,Itgb3,Mouse
Reln,Itgb3,Mouse
Lgals3,Itgb3,Mouse
Mmp2,Itgb3,Mouse
Calm1,Scn4a,Mouse
Calm2,Scn4a,Mouse
Cd40lg,Traf3,Mouse
S100a1,Ryr2,Mouse
F7,F2rl1,Mouse
Fadd,Tnfrsf10b,Mouse
Artn,Gfra2,Mouse
Vegfa,Sdc2,Mouse
Ptn,Sdc2,Mouse
Wnt10b,Fzd6,Mouse
Wnt1,Fzd6,Mouse
Calm1,Adcy8,Mouse
Calm2,Adcy8,Mouse
Cxcl12,Itga5,Mouse
Postn,Itga5,Mouse
Reln,Itga5,Mouse
Thbs1,Itga5,Mouse
Angpt2,Itga5,Mouse
Angptl8,Gpihbp1,Mouse
Apoc3,Gpihbp1,Mouse
Afdn,Nectin3,Mouse
Calm1,Mylk,Mouse
Calm2,Mylk,Mouse
Slit3,Robo1,Mouse
Apoe,Trem2,Mouse
Nrtn,Gfra3,Mouse
Pdgfa,Pdgfrb,Mouse
Pdgfc,Pdgfrb,Mouse
Calm1,Fas,Mouse
Fadd,Fas,Mouse
Wnt7a,Lrp5,Mouse
Tdgf1,Lrp5,Mouse
Thbs1,Itgb8,Mouse
Calm1,Mip,Mouse
Alox5ap,Alox5,Mouse
S100a8,Ly96,Mouse
Cd14,Ly96,Mouse
Sftpd,Ly96,Mouse
Hmgb1,Ly96,Mouse
Pf4,Ccr1,Mouse
Egf,Nrp1,Mouse
Ptn,Nrp1,Mouse
Hgf,Nrp1,Mouse
Cntn2,Nrp1,Mouse
Sema4a,Nrp1,Mouse
Sema3e,Nrp1,Mouse
L1cam,Nrp1,Mouse
Efnb1,Epha4,Mouse
Cd14,Cd55,Mouse
Bsg,Sele,Mouse
Spp1,Itga8,Mouse
Tnc,Itga8,Mouse
Inhba,Acvr1c,Mouse
Gdf3,Acvr1c,Mouse
Adam10,Notch1,Mouse
Cntn6,Notch1,Mouse
Dll3,Notch1,Mouse
Ccn3,Notch1,Mouse
Fgf2,Notch1,Mouse
Reln,Notch1,Mouse
Egfl7,Notch1,Mouse
Wnt5a,Notch1,Mouse
Cd40lg,Traf2,Mouse
Tnc,Itgb6,Mouse
Dspp,Itgb6,Mouse
Adam17,Itgb6,Mouse
Thbs1,Itgb6,Mouse
Adam10,Itgav,Mouse
Vwf,Itgav,Mouse
Cx3cl1,Itgav,Mouse
Hmgb1,Itgav,Mouse
Cxcl12,Itgav,Mouse
Icam1,Itgav,Mouse
Tnc,Itgav,Mouse
Fgf2,Itgav,Mouse
Ccn1,Itgav,Mouse
Postn,Itgav,Mouse
Vegfa,Itgav,Mouse
Igf1,Itgav,Mouse
Dspp,Itgav,Mouse
Egfl7,Itgav,Mouse
Thbs1,Itgav,Mouse
Angpt2,Itgav,Mouse
Mmp2,Itgav,Mouse
Adam17,Itga6,Mouse
Vegfa,Npr1,Mouse
Adam10,Il6ra,Mouse
Cd14,Tlr2,Mouse
Hmgb1,Tlr2,Mouse
Ccn1,Tlr2,Mouse
Bdnf,Insrr,Mouse
Bdnf,Ntrk1,Mouse
Crp,Fcgr1,Mouse
Gdf10,Bmpr1b,Mouse
Gdf7,Bmpr1b,Mouse
Efnb1,Epha7,Mouse
Apoe,Abca1,Mouse
Apoa1,Abca1,Mouse
Nppa,Npr2,Mouse
Grn,Tnfrsf1b,Mouse
Adam17,Tnfrsf1b,Mouse
Fgf21,Klb,Mouse
Thbs1,Scarb2,Mouse
Bgn,P2rx4,Mouse
Mmp14,Flt1,Mouse
Adam10,Gpnmb,Mouse
S100a10,Trpv5,Mouse
S100a10,Trpv6,Mouse
Vwf,Gp9,Mouse
Shank3,Ret,Mouse
Apoe,Lrp6,Mouse
Wnt8b,Lrp6,Mouse
Sostdc1,Lrp6,Mouse
Wnt4,Lrp6,Mouse
Apob,Lrp6,Mouse
Wnt5b,Lrp6,Mouse
Dkk4,Lrp6,Mouse
Tdgf1,Lrp6,Mouse
Pth,Lrp6,Mouse
Wnt5a,Lrp6,Mouse
Grn,Tnfrsf1a,Mouse
Adam17,Tnfrsf1a,Mouse
Fadd,Tnfrsf1a,Mouse
Slurp1,Chrna7,Mouse
Clec4g,Tyrobp,Mouse
Lgals3,Il13ra2,Mouse
